 time           v(VOUT1)      
 2.1665628e-05  5.2396041e-03 
 2.1715628e-05  5.2395752e-03 
 2.1765628e-05  5.2395996e-03 
 2.1815628e-05  5.2395790e-03 
 2.1865628e-05  5.2395964e-03 
 2.1915628e-05  5.2395817e-03 
 2.1965628e-05  5.2395941e-03 
 2.2015628e-05  5.2395836e-03 
 2.2065628e-05  5.2395925e-03 
 2.2115628e-05  5.2395850e-03 
 2.2165628e-05  5.2395913e-03 
 2.2215628e-05  5.2395860e-03 
 2.2265628e-05  5.2395905e-03 
 2.2315628e-05  5.2395867e-03 
 2.2365628e-05  5.2395899e-03 
 2.2415628e-05  5.2395872e-03 
 2.2465628e-05  5.2395895e-03 
 2.2515628e-05  5.2395875e-03 
 2.2565628e-05  5.2395892e-03 
 2.2615628e-05  5.2395878e-03 
 2.2665628e-05  5.2395890e-03 
 2.2715628e-05  5.2395880e-03 
 2.2765628e-05  5.2395888e-03 
 2.2815628e-05  5.2395881e-03 
 2.2865628e-05  5.2395887e-03 
 2.2915628e-05  5.2395882e-03 
 2.2965628e-05  5.2395886e-03 
 2.3015628e-05  5.2395883e-03 
 2.3065628e-05  5.2395886e-03 
 2.3115628e-05  5.2395883e-03 
 2.3165628e-05  5.2395885e-03 
 2.3215628e-05  5.2395883e-03 
 2.3265628e-05  5.2395885e-03 
 2.3315628e-05  5.2395884e-03 
 2.3365628e-05  5.2395885e-03 
 2.3415628e-05  5.2395884e-03 
 2.3465628e-05  5.2395885e-03 
 2.3515628e-05  5.2395884e-03 
 2.3565628e-05  5.2395885e-03 
 2.3615628e-05  5.2395884e-03 
 2.3665628e-05  5.2395884e-03 
 2.3715628e-05  5.2395884e-03 
 2.3765628e-05  5.2395884e-03 
 2.3815628e-05  5.2395884e-03 
 2.3865628e-05  5.2395884e-03 
 2.3915628e-05  5.2395884e-03 
 2.3965628e-05  5.2395884e-03 
 2.4015628e-05  5.2395884e-03 
 2.4065628e-05  5.2395884e-03 
 2.4115628e-05  5.2395884e-03 
 2.4165628e-05  5.2395884e-03 
 2.4215628e-05  5.2395884e-03 
 2.4265628e-05  5.2395884e-03 
 2.4315628e-05  5.2395884e-03 
 2.4365628e-05  5.2395884e-03 
 2.4415628e-05  5.2395884e-03 
 2.4465628e-05  5.2395884e-03 
 2.4515628e-05  5.2395884e-03 
 2.4565628e-05  5.2395884e-03 
 2.4615628e-05  5.2395884e-03 
 2.4665628e-05  5.2395884e-03 
 2.4715628e-05  5.2395884e-03 
 2.4765628e-05  5.2395884e-03 
 2.4815628e-05  5.2395884e-03 
 2.4865628e-05  5.2395884e-03 
 2.4915628e-05  5.2395884e-03 
 2.4965628e-05  5.2395884e-03 
 2.5015628e-05  5.2395884e-03 
 2.5065628e-05  5.2395884e-03 
 2.5115628e-05  5.2395884e-03 
 2.5165628e-05  5.2395884e-03 
 2.5215628e-05  5.2395884e-03 
 2.5265628e-05  5.2395884e-03 
 2.5315628e-05  5.2395884e-03 
 2.5365628e-05  5.2395884e-03 
 2.5415628e-05  5.2395884e-03 
 2.5465628e-05  5.2395884e-03 
 2.5500000e-05  5.2395884e-03 
 2.5505000e-05  5.5141447e-03 
 2.5515000e-05  6.3595793e-03 
 2.5535000e-05  9.4550682e-03 
 2.5575000e-05  3.0283958e-02 
 2.5611405e-05  8.2807216e-02 
 2.5661405e-05  1.9243409e-01 
 2.5711405e-05  3.0838637e-01 
 2.5761405e-05  4.2118416e-01 
 2.5811405e-05  5.3039762e-01 
 2.5861405e-05  6.3614890e-01 
 2.5911405e-05  7.3849684e-01 
 2.5961405e-05  8.3733913e-01 
 2.6000000e-05  9.1093079e-01 
 2.6005000e-05  9.2025356e-01 
 2.6015000e-05  9.3880922e-01 
 2.6035000e-05  9.7533700e-01 
 2.6075000e-05  1.0452098e+00 
 2.6125000e-05  1.1192929e+00 
 2.6175000e-05  1.1646943e+00 
 2.6225000e-05  1.1814691e+00 
 2.6275000e-05  1.1853446e+00 
 2.6325000e-05  1.1860557e+00 
 2.6375000e-05  1.1861813e+00 
 2.6425000e-05  1.1862032e+00 
 2.6475000e-05  1.1862063e+00 
 2.6525000e-05  1.1862068e+00 
 2.6575000e-05  1.1862069e+00 
 2.6625000e-05  1.1862069e+00 
 2.6675000e-05  1.1862069e+00 
 2.6725000e-05  1.1862069e+00 
 2.6775000e-05  1.1862069e+00 
 2.6825000e-05  1.1862069e+00 
 2.6875000e-05  1.1862069e+00 
 2.6925000e-05  1.1862069e+00 
 2.6975000e-05  1.1862069e+00 
 2.7025000e-05  1.1862069e+00 
 2.7075000e-05  1.1862069e+00 
 2.7125000e-05  1.1862069e+00 
 2.7175000e-05  1.1862069e+00 
 2.7225000e-05  1.1862069e+00 
 2.7275000e-05  1.1862069e+00 
 2.7325000e-05  1.1862069e+00 
 2.7375000e-05  1.1862069e+00 
 2.7425000e-05  1.1862069e+00 
 2.7475000e-05  1.1862069e+00 
 2.7525000e-05  1.1862069e+00 
 2.7575000e-05  1.1862069e+00 
 2.7625000e-05  1.1862069e+00 
 2.7675000e-05  1.1862069e+00 
 2.7725000e-05  1.1862069e+00 
 2.7775000e-05  1.1862069e+00 
 2.7825000e-05  1.1862069e+00 
 2.7875000e-05  1.1862069e+00 
 2.7925000e-05  1.1862069e+00 
 2.7975000e-05  1.1862069e+00 
 2.8025000e-05  1.1862069e+00 
 2.8075000e-05  1.1862069e+00 
 2.8125000e-05  1.1862069e+00 
 2.8175000e-05  1.1862069e+00 
