 frequency   v(VOUT1)    v(VOUT1)   
 1.0000e+00  1.0000e+00 -6.2845e-09 
 1.2589e+00  1.0000e+00 -7.9117e-09 
 1.5849e+00  1.0000e+00 -9.9603e-09 
 1.9953e+00  1.0000e+00 -1.2539e-08 
 2.5119e+00  1.0000e+00 -1.5786e-08 
 3.1623e+00  1.0000e+00 -1.9873e-08 
 3.9811e+00  1.0000e+00 -2.5019e-08 
 5.0119e+00  1.0000e+00 -3.1497e-08 
 6.3096e+00  1.0000e+00 -3.9653e-08 
 7.9433e+00  1.0000e+00 -4.9920e-08 
 1.0000e+01  1.0000e+00 -6.2845e-08 
 1.2589e+01  1.0000e+00 -7.9117e-08 
 1.5849e+01  1.0000e+00 -9.9603e-08 
 1.9953e+01  1.0000e+00 -1.2539e-07 
 2.5119e+01  1.0000e+00 -1.5786e-07 
 3.1623e+01  1.0000e+00 -1.9873e-07 
 3.9811e+01  1.0000e+00 -2.5019e-07 
 5.0119e+01  1.0000e+00 -3.1497e-07 
 6.3096e+01  1.0000e+00 -3.9653e-07 
 7.9433e+01  1.0000e+00 -4.9920e-07 
 1.0000e+02  1.0000e+00 -6.2845e-07 
 1.2589e+02  1.0000e+00 -7.9117e-07 
 1.5849e+02  1.0000e+00 -9.9603e-07 
 1.9953e+02  1.0000e+00 -1.2539e-06 
 2.5119e+02  1.0000e+00 -1.5786e-06 
 3.1623e+02  1.0000e+00 -1.9873e-06 
 3.9811e+02  1.0000e+00 -2.5019e-06 
 5.0119e+02  1.0000e+00 -3.1497e-06 
 6.3096e+02  1.0000e+00 -3.9653e-06 
 7.9433e+02  1.0000e+00 -4.9920e-06 
 1.0000e+03  1.0000e+00 -6.2845e-06 
 1.2589e+03  1.0000e+00 -7.9117e-06 
 1.5849e+03  1.0000e+00 -9.9603e-06 
 1.9953e+03  1.0000e+00 -1.2539e-05 
 2.5119e+03  1.0000e+00 -1.5786e-05 
 3.1623e+03  1.0000e+00 -1.9873e-05 
 3.9811e+03  1.0000e+00 -2.5019e-05 
 5.0119e+03  1.0000e+00 -3.1497e-05 
 6.3096e+03  1.0000e+00 -3.9653e-05 
 7.9433e+03  1.0000e+00 -4.9920e-05 
 1.0000e+04  1.0000e+00 -6.2845e-05 
 1.2589e+04  1.0000e+00 -7.9117e-05 
 1.5849e+04  1.0000e+00 -9.9603e-05 
 1.9953e+04  1.0000e+00 -1.2539e-04 
 2.5119e+04  1.0000e+00 -1.5786e-04 
 3.1623e+04  1.0000e+00 -1.9873e-04 
 3.9811e+04  1.0000e+00 -2.5019e-04 
 5.0119e+04  1.0000e+00 -3.1497e-04 
 6.3096e+04  1.0000e+00 -3.9653e-04 
 7.9433e+04  1.0000e+00 -4.9920e-04 
 1.0000e+05  1.0000e+00 -6.2845e-04 
 1.2589e+05  1.0000e+00 -7.9117e-04 
 1.5849e+05  1.0000e+00 -9.9603e-04 
 1.9953e+05  1.0000e+00 -1.2539e-03 
 2.5119e+05  1.0000e+00 -1.5786e-03 
 3.1623e+05  1.0000e+00 -1.9873e-03 
 3.9811e+05  1.0000e+00 -2.5019e-03 
 5.0119e+05  1.0000e+00 -3.1497e-03 
 6.3096e+05  9.9999e-01 -3.9652e-03 
 7.9433e+05  9.9998e-01 -4.9918e-03 
 1.0000e+06  9.9997e-01 -6.2843e-03 
 1.2589e+06  9.9994e-01 -7.9112e-03 
 1.5849e+06  9.9991e-01 -9.9593e-03 
 1.9953e+06  9.9985e-01 -1.2537e-02 
 2.5119e+06  9.9976e-01 -1.5782e-02 
 3.1623e+06  9.9961e-01 -1.9866e-02 
 3.9811e+06  9.9938e-01 -2.5003e-02 
 5.0119e+06  9.9902e-01 -3.1466e-02 
 6.3096e+06  9.9844e-01 -3.9591e-02 
 7.9433e+06  9.9752e-01 -4.9796e-02 
 1.0000e+07  9.9607e-01 -6.2599e-02 
 1.2589e+07  9.9379e-01 -7.8627e-02 
 1.5849e+07  9.9019e-01 -9.8627e-02 
 1.9953e+07  9.8453e-01 -1.2346e-01 
 2.5119e+07  9.7570e-01 -1.5403e-01 
 3.1623e+07  9.6202e-01 -1.9120e-01 
 3.9811e+07  9.4110e-01 -2.3547e-01 
 5.0119e+07  9.0975e-01 -2.8657e-01 
 6.3096e+07  8.6413e-01 -3.4268e-01 
 7.9433e+07  8.0050e-01 -3.9965e-01 
 1.0000e+08  7.1685e-01 -4.5055e-01 
 1.2589e+08  6.1499e-01 -4.8661e-01 
 1.5849e+08  5.0195e-01 -5.0001e-01 
 1.9953e+08  3.8871e-01 -4.8747e-01 
 2.5119e+08  2.8633e-01 -4.5206e-01 
 3.1623e+08  2.0201e-01 -4.0151e-01 
 3.9811e+08  1.3773e-01 -3.4462e-01 
 5.0119e+08  9.1553e-02 -2.8840e-01 
 6.3096e+08  5.9786e-02 -2.3709e-01 
 7.9433e+08  3.8574e-02 -1.9258e-01 
 1.0000e+09  2.4690e-02 -1.5518e-01 
 1.2589e+09  1.5721e-02 -1.2440e-01 
 1.5849e+09  9.9774e-03 -9.9389e-02 
 1.9953e+09  6.3186e-03 -7.9239e-02 
 2.5119e+09  3.9961e-03 -6.3089e-02 
 3.1623e+09  2.5251e-03 -5.0187e-02 
 3.9811e+09  1.5947e-03 -3.9902e-02 
 5.0119e+09  1.0068e-03 -3.1714e-02 
 6.3096e+09  6.3547e-04 -2.5201e-02 
 7.9433e+09  4.0105e-04 -2.0022e-02 
 1.0000e+10  2.5308e-04 -1.5907e-02 
