 frequency   v(VOUT1)    v(VOUT1)   
 1.0000e+00  1.0000e+00 -1.2925e-12 
 1.0233e+00  1.0000e+00 -1.3227e-12 
 1.0471e+00  1.0000e+00 -1.3535e-12 
 1.0715e+00  1.0000e+00 -1.3850e-12 
 1.0965e+00  1.0000e+00 -1.4172e-12 
 1.1220e+00  1.0000e+00 -1.4503e-12 
 1.1482e+00  1.0000e+00 -1.4840e-12 
 1.1749e+00  1.0000e+00 -1.5186e-12 
 1.2023e+00  1.0000e+00 -1.5540e-12 
 1.2303e+00  1.0000e+00 -1.5902e-12 
 1.2589e+00  1.0000e+00 -1.6272e-12 
 1.2882e+00  1.0000e+00 -1.6651e-12 
 1.3183e+00  1.0000e+00 -1.7039e-12 
 1.3490e+00  1.0000e+00 -1.7436e-12 
 1.3804e+00  1.0000e+00 -1.7842e-12 
 1.4125e+00  1.0000e+00 -1.8258e-12 
 1.4454e+00  1.0000e+00 -1.8683e-12 
 1.4791e+00  1.0000e+00 -1.9118e-12 
 1.5136e+00  1.0000e+00 -1.9563e-12 
 1.5488e+00  1.0000e+00 -2.0019e-12 
 1.5849e+00  1.0000e+00 -2.0485e-12 
 1.6218e+00  1.0000e+00 -2.0963e-12 
 1.6596e+00  1.0000e+00 -2.1451e-12 
 1.6982e+00  1.0000e+00 -2.1951e-12 
 1.7378e+00  1.0000e+00 -2.2462e-12 
 1.7783e+00  1.0000e+00 -2.2985e-12 
 1.8197e+00  1.0000e+00 -2.3520e-12 
 1.8621e+00  1.0000e+00 -2.4068e-12 
 1.9055e+00  1.0000e+00 -2.4629e-12 
 1.9498e+00  1.0000e+00 -2.5203e-12 
 1.9953e+00  1.0000e+00 -2.5790e-12 
 2.0417e+00  1.0000e+00 -2.6390e-12 
 2.0893e+00  1.0000e+00 -2.7005e-12 
 2.1380e+00  1.0000e+00 -2.7634e-12 
 2.1878e+00  1.0000e+00 -2.8278e-12 
 2.2387e+00  1.0000e+00 -2.8936e-12 
 2.2909e+00  1.0000e+00 -2.9610e-12 
 2.3442e+00  1.0000e+00 -3.0300e-12 
