 time        v(VIN1)     time        v(VOUT1)   
 3.8705e-07  6.0000e-01  3.8705e-07  1.2000e+00 
 3.8805e-07  6.0000e-01  3.8805e-07  1.2000e+00 
 3.8905e-07  6.0000e-01  3.8905e-07  1.2000e+00 
 3.9005e-07  6.0000e-01  3.9005e-07  1.2000e+00 
 3.9105e-07  6.0000e-01  3.9105e-07  1.2000e+00 
 3.9205e-07  6.0000e-01  3.9205e-07  1.2000e+00 
 3.9305e-07  6.0000e-01  3.9305e-07  1.2000e+00 
 3.9405e-07  6.0000e-01  3.9405e-07  1.2000e+00 
 3.9505e-07  6.0000e-01  3.9505e-07  1.2000e+00 
 3.9605e-07  6.0000e-01  3.9605e-07  1.2000e+00 
 3.9705e-07  6.0000e-01  3.9705e-07  1.2000e+00 
 3.9805e-07  6.0000e-01  3.9805e-07  1.2000e+00 
 3.9905e-07  6.0000e-01  3.9905e-07  1.2000e+00 
 4.0005e-07  6.0000e-01  4.0005e-07  1.2000e+00 
 4.0105e-07  6.0000e-01  4.0105e-07  1.2000e+00 
 4.0205e-07  6.0000e-01  4.0205e-07  1.2000e+00 
 4.0305e-07  6.0000e-01  4.0305e-07  1.2000e+00 
 4.0405e-07  6.0000e-01  4.0405e-07  1.2000e+00 
 4.0505e-07  6.0000e-01  4.0505e-07  1.2000e+00 
 4.0605e-07  6.0000e-01  4.0605e-07  1.2000e+00 
 4.0705e-07  6.0000e-01  4.0705e-07  1.2000e+00 
 4.0805e-07  6.0000e-01  4.0805e-07  1.2000e+00 
 4.0905e-07  6.0000e-01  4.0905e-07  1.2000e+00 
 4.1005e-07  6.0000e-01  4.1005e-07  1.2000e+00 
 4.1105e-07  6.0000e-01  4.1105e-07  1.2000e+00 
 4.1205e-07  6.0000e-01  4.1205e-07  1.2000e+00 
 4.1305e-07  6.0000e-01  4.1305e-07  1.2000e+00 
 4.1405e-07  6.0000e-01  4.1405e-07  1.2000e+00 
 4.1505e-07  6.0000e-01  4.1505e-07  1.2000e+00 
 4.1605e-07  6.0000e-01  4.1605e-07  1.2000e+00 
 4.1705e-07  6.0000e-01  4.1705e-07  1.2000e+00 
 4.1805e-07  6.0000e-01  4.1805e-07  1.2000e+00 
 4.1905e-07  6.0000e-01  4.1905e-07  1.2000e+00 
 4.2005e-07  6.0000e-01  4.2005e-07  1.2000e+00 
 4.2105e-07  6.0000e-01  4.2105e-07  1.2000e+00 
 4.2205e-07  6.0000e-01  4.2205e-07  1.2000e+00 
 4.2305e-07  6.0000e-01  4.2305e-07  1.2000e+00 
 4.2405e-07  6.0000e-01  4.2405e-07  1.2000e+00 
 4.2505e-07  6.0000e-01  4.2505e-07  1.2000e+00 
 4.2605e-07  6.0000e-01  4.2605e-07  1.2000e+00 
 4.2705e-07  6.0000e-01  4.2705e-07  1.2000e+00 
 4.2805e-07  6.0000e-01  4.2805e-07  1.2000e+00 
 4.2905e-07  6.0000e-01  4.2905e-07  1.2000e+00 
 4.3005e-07  6.0000e-01  4.3005e-07  1.2000e+00 
 4.3105e-07  6.0000e-01  4.3105e-07  1.2000e+00 
 4.3205e-07  6.0000e-01  4.3205e-07  1.2000e+00 
 4.3305e-07  6.0000e-01  4.3305e-07  1.2000e+00 
 4.3405e-07  6.0000e-01  4.3405e-07  1.2000e+00 
 4.3505e-07  6.0000e-01  4.3505e-07  1.2000e+00 
 4.3605e-07  6.0000e-01  4.3605e-07  1.2000e+00 
 4.3705e-07  6.0000e-01  4.3705e-07  1.2000e+00 
 4.3805e-07  6.0000e-01  4.3805e-07  1.2000e+00 
 4.3905e-07  6.0000e-01  4.3905e-07  1.2000e+00 
 4.4005e-07  6.0000e-01  4.4005e-07  1.2000e+00 
 4.4105e-07  6.0000e-01  4.4105e-07  1.2000e+00 
 4.4205e-07  6.0000e-01  4.4205e-07  1.2000e+00 
 4.4305e-07  6.0000e-01  4.4305e-07  1.2000e+00 
 4.4405e-07  6.0000e-01  4.4405e-07  1.2000e+00 
 4.4505e-07  6.0000e-01  4.4505e-07  1.2000e+00 
 4.4605e-07  6.0000e-01  4.4605e-07  1.2000e+00 
 4.4705e-07  6.0000e-01  4.4705e-07  1.2000e+00 
 4.4805e-07  6.0000e-01  4.4805e-07  1.2000e+00 
 4.4905e-07  6.0000e-01  4.4905e-07  1.2000e+00 
 4.5005e-07  6.0000e-01  4.5005e-07  1.2000e+00 
 4.5105e-07  6.0000e-01  4.5105e-07  1.2000e+00 
 4.5205e-07  6.0000e-01  4.5205e-07  1.2000e+00 
 4.5305e-07  6.0000e-01  4.5305e-07  1.2000e+00 
 4.5405e-07  6.0000e-01  4.5405e-07  1.2000e+00 
 4.5505e-07  6.0000e-01  4.5505e-07  1.2000e+00 
 4.5605e-07  6.0000e-01  4.5605e-07  1.2000e+00 
 4.5705e-07  6.0000e-01  4.5705e-07  1.2000e+00 
 4.5805e-07  6.0000e-01  4.5805e-07  1.2000e+00 
 4.5905e-07  6.0000e-01  4.5905e-07  1.2000e+00 
 4.6005e-07  6.0000e-01  4.6005e-07  1.2000e+00 
 4.6105e-07  6.0000e-01  4.6105e-07  1.2000e+00 
 4.6205e-07  6.0000e-01  4.6205e-07  1.2000e+00 
 4.6305e-07  6.0000e-01  4.6305e-07  1.2000e+00 
 4.6405e-07  6.0000e-01  4.6405e-07  1.2000e+00 
 4.6505e-07  6.0000e-01  4.6505e-07  1.2000e+00 
 4.6605e-07  6.0000e-01  4.6605e-07  1.2000e+00 
 4.6705e-07  6.0000e-01  4.6705e-07  1.2000e+00 
 4.6805e-07  6.0000e-01  4.6805e-07  1.2000e+00 
 4.6905e-07  6.0000e-01  4.6905e-07  1.2000e+00 
 4.7005e-07  6.0000e-01  4.7005e-07  1.2000e+00 
 4.7105e-07  6.0000e-01  4.7105e-07  1.2000e+00 
 4.7205e-07  6.0000e-01  4.7205e-07  1.2000e+00 
 4.7305e-07  6.0000e-01  4.7305e-07  1.2000e+00 
 4.7405e-07  6.0000e-01  4.7405e-07  1.2000e+00 
 4.7505e-07  6.0000e-01  4.7505e-07  1.2000e+00 
 4.7605e-07  6.0000e-01  4.7605e-07  1.2000e+00 
 4.7705e-07  6.0000e-01  4.7705e-07  1.2000e+00 
 4.7805e-07  6.0000e-01  4.7805e-07  1.2000e+00 
 4.7905e-07  6.0000e-01  4.7905e-07  1.2000e+00 
 4.8005e-07  6.0000e-01  4.8005e-07  1.2000e+00 
 4.8105e-07  6.0000e-01  4.8105e-07  1.2000e+00 
 4.8205e-07  6.0000e-01  4.8205e-07  1.2000e+00 
 4.8305e-07  6.0000e-01  4.8305e-07  1.2000e+00 
 4.8405e-07  6.0000e-01  4.8405e-07  1.2000e+00 
 4.8505e-07  6.0000e-01  4.8505e-07  1.2000e+00 
 4.8605e-07  6.0000e-01  4.8605e-07  1.2000e+00 
 4.8705e-07  6.0000e-01  4.8705e-07  1.2000e+00 
 4.8805e-07  6.0000e-01  4.8805e-07  1.2000e+00 
 4.8905e-07  6.0000e-01  4.8905e-07  1.2000e+00 
 4.9005e-07  6.0000e-01  4.9005e-07  1.2000e+00 
 4.9105e-07  6.0000e-01  4.9105e-07  1.2000e+00 
 4.9205e-07  6.0000e-01  4.9205e-07  1.2000e+00 
 4.9305e-07  6.0000e-01  4.9305e-07  1.2000e+00 
 4.9405e-07  6.0000e-01  4.9405e-07  1.2000e+00 
 4.9505e-07  6.0000e-01  4.9505e-07  1.2000e+00 
 4.9605e-07  6.0000e-01  4.9605e-07  1.2000e+00 
 4.9705e-07  6.0000e-01  4.9705e-07  1.2000e+00 
 4.9805e-07  6.0000e-01  4.9805e-07  1.2000e+00 
 4.9905e-07  6.0000e-01  4.9905e-07  1.2000e+00 
 5.0000e-07  6.0000e-01  5.0000e-07  1.2000e+00 
