 time        v(VOUT1)    time        v(VIN1)    
 3.9620e-08  1.2000e+00  3.9620e-08  6.5000e-01 
 3.9720e-08  1.2000e+00  3.9720e-08  6.5000e-01 
 3.9820e-08  1.2000e+00  3.9820e-08  6.5000e-01 
 3.9920e-08  1.2000e+00  3.9920e-08  6.5000e-01 
 4.0020e-08  1.2000e+00  4.0020e-08  6.5000e-01 
 4.0120e-08  1.2000e+00  4.0120e-08  6.5000e-01 
 4.0220e-08  1.2000e+00  4.0220e-08  6.5000e-01 
 4.0320e-08  1.2000e+00  4.0320e-08  6.5000e-01 
 4.0420e-08  1.2000e+00  4.0420e-08  6.5000e-01 
 4.0520e-08  1.2000e+00  4.0520e-08  6.5000e-01 
 4.0620e-08  1.2000e+00  4.0620e-08  6.5000e-01 
 4.0720e-08  1.2000e+00  4.0720e-08  6.5000e-01 
 4.0820e-08  1.2000e+00  4.0820e-08  6.5000e-01 
 4.0920e-08  1.2000e+00  4.0920e-08  6.5000e-01 
 4.1020e-08  1.2000e+00  4.1020e-08  6.5000e-01 
 4.1120e-08  1.2000e+00  4.1120e-08  6.5000e-01 
 4.1220e-08  1.2000e+00  4.1220e-08  6.5000e-01 
 4.1320e-08  1.2000e+00  4.1320e-08  6.5000e-01 
 4.1420e-08  1.2000e+00  4.1420e-08  6.5000e-01 
 4.1520e-08  1.2000e+00  4.1520e-08  6.5000e-01 
 4.1620e-08  1.2000e+00  4.1620e-08  6.5000e-01 
 4.1720e-08  1.2000e+00  4.1720e-08  6.5000e-01 
 4.1820e-08  1.2000e+00  4.1820e-08  6.5000e-01 
 4.1920e-08  1.2000e+00  4.1920e-08  6.5000e-01 
 4.2020e-08  1.2000e+00  4.2020e-08  6.5000e-01 
 4.2120e-08  1.2000e+00  4.2120e-08  6.5000e-01 
 4.2220e-08  1.2000e+00  4.2220e-08  6.5000e-01 
 4.2320e-08  1.2000e+00  4.2320e-08  6.5000e-01 
 4.2420e-08  1.2000e+00  4.2420e-08  6.5000e-01 
 4.2520e-08  1.2000e+00  4.2520e-08  6.5000e-01 
 4.2620e-08  1.2000e+00  4.2620e-08  6.5000e-01 
 4.2720e-08  1.2000e+00  4.2720e-08  6.5000e-01 
 4.2820e-08  1.2000e+00  4.2820e-08  6.5000e-01 
 4.2920e-08  1.2000e+00  4.2920e-08  6.5000e-01 
 4.3020e-08  1.2000e+00  4.3020e-08  6.5000e-01 
 4.3120e-08  1.2000e+00  4.3120e-08  6.5000e-01 
 4.3220e-08  1.2000e+00  4.3220e-08  6.5000e-01 
 4.3320e-08  1.2000e+00  4.3320e-08  6.5000e-01 
 4.3420e-08  1.2000e+00  4.3420e-08  6.5000e-01 
 4.3520e-08  1.2000e+00  4.3520e-08  6.5000e-01 
 4.3620e-08  1.2000e+00  4.3620e-08  6.5000e-01 
 4.3720e-08  1.2000e+00  4.3720e-08  6.5000e-01 
 4.3820e-08  1.2000e+00  4.3820e-08  6.5000e-01 
 4.3920e-08  1.2000e+00  4.3920e-08  6.5000e-01 
 4.4020e-08  1.2000e+00  4.4020e-08  6.5000e-01 
 4.4120e-08  1.2000e+00  4.4120e-08  6.5000e-01 
 4.4220e-08  1.2000e+00  4.4220e-08  6.5000e-01 
 4.4320e-08  1.2000e+00  4.4320e-08  6.5000e-01 
 4.4420e-08  1.2000e+00  4.4420e-08  6.5000e-01 
 4.4520e-08  1.2000e+00  4.4520e-08  6.5000e-01 
 4.4620e-08  1.2000e+00  4.4620e-08  6.5000e-01 
 4.4720e-08  1.2000e+00  4.4720e-08  6.5000e-01 
 4.4820e-08  1.2000e+00  4.4820e-08  6.5000e-01 
 4.4920e-08  1.2000e+00  4.4920e-08  6.5000e-01 
 4.5020e-08  1.2000e+00  4.5020e-08  6.5000e-01 
 4.5120e-08  1.2000e+00  4.5120e-08  6.5000e-01 
 4.5220e-08  1.2000e+00  4.5220e-08  6.5000e-01 
 4.5320e-08  1.2000e+00  4.5320e-08  6.5000e-01 
 4.5420e-08  1.2000e+00  4.5420e-08  6.5000e-01 
 4.5520e-08  1.2000e+00  4.5520e-08  6.5000e-01 
 4.5620e-08  1.2000e+00  4.5620e-08  6.5000e-01 
 4.5720e-08  1.2000e+00  4.5720e-08  6.5000e-01 
 4.5820e-08  1.2000e+00  4.5820e-08  6.5000e-01 
 4.5920e-08  1.2000e+00  4.5920e-08  6.5000e-01 
 4.6020e-08  1.2000e+00  4.6020e-08  6.5000e-01 
 4.6120e-08  1.2000e+00  4.6120e-08  6.5000e-01 
 4.6220e-08  1.2000e+00  4.6220e-08  6.5000e-01 
 4.6320e-08  1.2000e+00  4.6320e-08  6.5000e-01 
 4.6420e-08  1.2000e+00  4.6420e-08  6.5000e-01 
 4.6520e-08  1.2000e+00  4.6520e-08  6.5000e-01 
 4.6620e-08  1.2000e+00  4.6620e-08  6.5000e-01 
 4.6720e-08  1.2000e+00  4.6720e-08  6.5000e-01 
 4.6820e-08  1.2000e+00  4.6820e-08  6.5000e-01 
 4.6920e-08  1.2000e+00  4.6920e-08  6.5000e-01 
 4.7020e-08  1.2000e+00  4.7020e-08  6.5000e-01 
 4.7120e-08  1.2000e+00  4.7120e-08  6.5000e-01 
 4.7220e-08  1.2000e+00  4.7220e-08  6.5000e-01 
 4.7320e-08  1.2000e+00  4.7320e-08  6.5000e-01 
 4.7420e-08  1.2000e+00  4.7420e-08  6.5000e-01 
 4.7520e-08  1.2000e+00  4.7520e-08  6.5000e-01 
 4.7620e-08  1.2000e+00  4.7620e-08  6.5000e-01 
 4.7720e-08  1.2000e+00  4.7720e-08  6.5000e-01 
 4.7820e-08  1.2000e+00  4.7820e-08  6.5000e-01 
 4.7920e-08  1.2000e+00  4.7920e-08  6.5000e-01 
 4.8020e-08  1.2000e+00  4.8020e-08  6.5000e-01 
 4.8120e-08  1.2000e+00  4.8120e-08  6.5000e-01 
 4.8220e-08  1.2000e+00  4.8220e-08  6.5000e-01 
 4.8320e-08  1.2000e+00  4.8320e-08  6.5000e-01 
 4.8420e-08  1.2000e+00  4.8420e-08  6.5000e-01 
 4.8520e-08  1.2000e+00  4.8520e-08  6.5000e-01 
 4.8620e-08  1.2000e+00  4.8620e-08  6.5000e-01 
 4.8720e-08  1.2000e+00  4.8720e-08  6.5000e-01 
 4.8820e-08  1.2000e+00  4.8820e-08  6.5000e-01 
 4.8920e-08  1.2000e+00  4.8920e-08  6.5000e-01 
 4.9020e-08  1.2000e+00  4.9020e-08  6.5000e-01 
 4.9120e-08  1.2000e+00  4.9120e-08  6.5000e-01 
 4.9220e-08  1.2000e+00  4.9220e-08  6.5000e-01 
 4.9320e-08  1.2000e+00  4.9320e-08  6.5000e-01 
 4.9420e-08  1.2000e+00  4.9420e-08  6.5000e-01 
 4.9520e-08  1.2000e+00  4.9520e-08  6.5000e-01 
 4.9620e-08  1.2000e+00  4.9620e-08  6.5000e-01 
 4.9720e-08  1.2000e+00  4.9720e-08  6.5000e-01 
 4.9820e-08  1.2000e+00  4.9820e-08  6.5000e-01 
 4.9920e-08  1.2000e+00  4.9920e-08  6.5000e-01 
 5.0020e-08  1.2000e+00  5.0020e-08  6.5000e-01 
 5.0120e-08  1.2000e+00  5.0120e-08  6.5000e-01 
 5.0220e-08  1.2000e+00  5.0220e-08  6.5000e-01 
 5.0320e-08  1.2000e+00  5.0320e-08  6.5000e-01 
 5.0420e-08  1.2000e+00  5.0420e-08  6.5000e-01 
 5.0520e-08  1.2000e+00  5.0520e-08  6.5000e-01 
 5.0620e-08  1.2000e+00  5.0620e-08  6.5000e-01 
 5.0720e-08  1.2000e+00  5.0720e-08  6.5000e-01 
 5.0820e-08  1.2000e+00  5.0820e-08  6.5000e-01 
 5.0920e-08  1.2000e+00  5.0920e-08  6.5000e-01 
 5.1020e-08  1.2000e+00  5.1020e-08  6.5000e-01 
 5.1120e-08  1.2000e+00  5.1120e-08  6.5000e-01 
 5.1220e-08  1.2000e+00  5.1220e-08  6.5000e-01 
 5.1320e-08  1.2000e+00  5.1320e-08  6.5000e-01 
 5.1420e-08  1.2000e+00  5.1420e-08  6.5000e-01 
 5.1520e-08  1.2000e+00  5.1520e-08  6.5000e-01 
 5.1620e-08  1.2000e+00  5.1620e-08  6.5000e-01 
 5.1720e-08  1.2000e+00  5.1720e-08  6.5000e-01 
 5.1820e-08  1.2000e+00  5.1820e-08  6.5000e-01 
 5.1920e-08  1.2000e+00  5.1920e-08  6.5000e-01 
 5.2020e-08  1.2000e+00  5.2020e-08  6.5000e-01 
 5.2120e-08  1.2000e+00  5.2120e-08  6.5000e-01 
 5.2220e-08  1.2000e+00  5.2220e-08  6.5000e-01 
 5.2320e-08  1.2000e+00  5.2320e-08  6.5000e-01 
 5.2420e-08  1.2000e+00  5.2420e-08  6.5000e-01 
 5.2520e-08  1.2000e+00  5.2520e-08  6.5000e-01 
 5.2620e-08  1.2000e+00  5.2620e-08  6.5000e-01 
 5.2720e-08  1.2000e+00  5.2720e-08  6.5000e-01 
 5.2820e-08  1.2000e+00  5.2820e-08  6.5000e-01 
 5.2920e-08  1.2000e+00  5.2920e-08  6.5000e-01 
 5.3020e-08  1.2000e+00  5.3020e-08  6.5000e-01 
 5.3120e-08  1.2000e+00  5.3120e-08  6.5000e-01 
 5.3220e-08  1.2000e+00  5.3220e-08  6.5000e-01 
 5.3320e-08  1.2000e+00  5.3320e-08  6.5000e-01 
 5.3420e-08  1.2000e+00  5.3420e-08  6.5000e-01 
 5.3520e-08  1.2000e+00  5.3520e-08  6.5000e-01 
 5.3620e-08  1.2000e+00  5.3620e-08  6.5000e-01 
 5.3720e-08  1.2000e+00  5.3720e-08  6.5000e-01 
 5.3820e-08  1.2000e+00  5.3820e-08  6.5000e-01 
 5.3920e-08  1.2000e+00  5.3920e-08  6.5000e-01 
 5.4020e-08  1.2000e+00  5.4020e-08  6.5000e-01 
 5.4120e-08  1.2000e+00  5.4120e-08  6.5000e-01 
 5.4220e-08  1.2000e+00  5.4220e-08  6.5000e-01 
 5.4320e-08  1.2000e+00  5.4320e-08  6.5000e-01 
 5.4420e-08  1.2000e+00  5.4420e-08  6.5000e-01 
 5.4520e-08  1.2000e+00  5.4520e-08  6.5000e-01 
 5.4620e-08  1.2000e+00  5.4620e-08  6.5000e-01 
 5.4720e-08  1.2000e+00  5.4720e-08  6.5000e-01 
 5.4820e-08  1.2000e+00  5.4820e-08  6.5000e-01 
 5.4920e-08  1.2000e+00  5.4920e-08  6.5000e-01 
 5.5020e-08  1.2000e+00  5.5020e-08  6.5000e-01 
 5.5120e-08  1.2000e+00  5.5120e-08  6.5000e-01 
 5.5220e-08  1.2000e+00  5.5220e-08  6.5000e-01 
 5.5320e-08  1.2000e+00  5.5320e-08  6.5000e-01 
 5.5420e-08  1.2000e+00  5.5420e-08  6.5000e-01 
 5.5520e-08  1.2000e+00  5.5520e-08  6.5000e-01 
 5.5620e-08  1.2000e+00  5.5620e-08  6.5000e-01 
 5.5720e-08  1.2000e+00  5.5720e-08  6.5000e-01 
 5.5820e-08  1.2000e+00  5.5820e-08  6.5000e-01 
 5.5920e-08  1.2000e+00  5.5920e-08  6.5000e-01 
 5.6020e-08  1.2000e+00  5.6020e-08  6.5000e-01 
 5.6120e-08  1.2000e+00  5.6120e-08  6.5000e-01 
 5.6220e-08  1.2000e+00  5.6220e-08  6.5000e-01 
 5.6320e-08  1.2000e+00  5.6320e-08  6.5000e-01 
 5.6420e-08  1.2000e+00  5.6420e-08  6.5000e-01 
 5.6520e-08  1.2000e+00  5.6520e-08  6.5000e-01 
 5.6620e-08  1.2000e+00  5.6620e-08  6.5000e-01 
 5.6720e-08  1.2000e+00  5.6720e-08  6.5000e-01 
 5.6820e-08  1.2000e+00  5.6820e-08  6.5000e-01 
 5.6920e-08  1.2000e+00  5.6920e-08  6.5000e-01 
 5.7020e-08  1.2000e+00  5.7020e-08  6.5000e-01 
 5.7120e-08  1.2000e+00  5.7120e-08  6.5000e-01 
 5.7220e-08  1.2000e+00  5.7220e-08  6.5000e-01 
 5.7320e-08  1.2000e+00  5.7320e-08  6.5000e-01 
 5.7420e-08  1.2000e+00  5.7420e-08  6.5000e-01 
 5.7520e-08  1.2000e+00  5.7520e-08  6.5000e-01 
 5.7620e-08  1.2000e+00  5.7620e-08  6.5000e-01 
 5.7720e-08  1.2000e+00  5.7720e-08  6.5000e-01 
 5.7820e-08  1.2000e+00  5.7820e-08  6.5000e-01 
 5.7920e-08  1.2000e+00  5.7920e-08  6.5000e-01 
 5.8020e-08  1.2000e+00  5.8020e-08  6.5000e-01 
 5.8120e-08  1.2000e+00  5.8120e-08  6.5000e-01 
 5.8220e-08  1.2000e+00  5.8220e-08  6.5000e-01 
 5.8320e-08  1.2000e+00  5.8320e-08  6.5000e-01 
 5.8420e-08  1.2000e+00  5.8420e-08  6.5000e-01 
 5.8520e-08  1.2000e+00  5.8520e-08  6.5000e-01 
 5.8620e-08  1.2000e+00  5.8620e-08  6.5000e-01 
 5.8720e-08  1.2000e+00  5.8720e-08  6.5000e-01 
 5.8820e-08  1.2000e+00  5.8820e-08  6.5000e-01 
 5.8920e-08  1.2000e+00  5.8920e-08  6.5000e-01 
 5.9020e-08  1.2000e+00  5.9020e-08  6.5000e-01 
 5.9120e-08  1.2000e+00  5.9120e-08  6.5000e-01 
 5.9220e-08  1.2000e+00  5.9220e-08  6.5000e-01 
 5.9320e-08  1.2000e+00  5.9320e-08  6.5000e-01 
 5.9420e-08  1.2000e+00  5.9420e-08  6.5000e-01 
 5.9520e-08  1.2000e+00  5.9520e-08  6.5000e-01 
 5.9620e-08  1.2000e+00  5.9620e-08  6.5000e-01 
 5.9720e-08  1.2000e+00  5.9720e-08  6.5000e-01 
 5.9820e-08  1.2000e+00  5.9820e-08  6.5000e-01 
 5.9920e-08  1.2000e+00  5.9920e-08  6.5000e-01 
 6.0020e-08  1.2000e+00  6.0020e-08  6.5000e-01 
 6.0100e-08  1.2000e+00  6.0100e-08  6.5000e-01 
 6.0110e-08  1.2000e+00  6.0110e-08  6.4000e-01 
 6.0130e-08  1.2000e+00  6.0130e-08  6.2000e-01 
 6.0170e-08  1.1999e+00  6.0170e-08  5.8000e-01 
 6.0200e-08  1.1999e+00  6.0200e-08  5.5000e-01 
 6.0208e-08  1.1999e+00  6.0208e-08  5.5000e-01 
 6.0224e-08  1.1999e+00  6.0224e-08  5.5000e-01 
 6.0256e-08  1.1999e+00  6.0256e-08  5.5000e-01 
 6.0320e-08  1.2000e+00  6.0320e-08  5.5000e-01 
 6.0420e-08  1.2000e+00  6.0420e-08  5.5000e-01 
 6.0520e-08  1.2000e+00  6.0520e-08  5.5000e-01 
 6.0620e-08  1.2000e+00  6.0620e-08  5.5000e-01 
 6.0720e-08  1.2000e+00  6.0720e-08  5.5000e-01 
 6.0820e-08  1.2000e+00  6.0820e-08  5.5000e-01 
 6.0920e-08  1.2000e+00  6.0920e-08  5.5000e-01 
 6.1020e-08  1.2000e+00  6.1020e-08  5.5000e-01 
 6.1120e-08  1.2000e+00  6.1120e-08  5.5000e-01 
 6.1220e-08  1.2000e+00  6.1220e-08  5.5000e-01 
 6.1320e-08  1.2000e+00  6.1320e-08  5.5000e-01 
 6.1420e-08  1.2000e+00  6.1420e-08  5.5000e-01 
 6.1520e-08  1.2000e+00  6.1520e-08  5.5000e-01 
 6.1620e-08  1.2000e+00  6.1620e-08  5.5000e-01 
 6.1720e-08  1.2000e+00  6.1720e-08  5.5000e-01 
 6.1820e-08  1.2000e+00  6.1820e-08  5.5000e-01 
 6.1920e-08  1.2000e+00  6.1920e-08  5.5000e-01 
 6.2020e-08  1.2000e+00  6.2020e-08  5.5000e-01 
 6.2120e-08  1.2000e+00  6.2120e-08  5.5000e-01 
 6.2220e-08  1.2000e+00  6.2220e-08  5.5000e-01 
 6.2320e-08  1.2000e+00  6.2320e-08  5.5000e-01 
 6.2420e-08  1.2000e+00  6.2420e-08  5.5000e-01 
 6.2520e-08  1.2000e+00  6.2520e-08  5.5000e-01 
 6.2620e-08  1.2000e+00  6.2620e-08  5.5000e-01 
 6.2720e-08  1.2000e+00  6.2720e-08  5.5000e-01 
 6.2820e-08  1.2000e+00  6.2820e-08  5.5000e-01 
 6.2920e-08  1.2000e+00  6.2920e-08  5.5000e-01 
 6.3020e-08  1.2000e+00  6.3020e-08  5.5000e-01 
 6.3120e-08  1.2000e+00  6.3120e-08  5.5000e-01 
 6.3220e-08  1.2000e+00  6.3220e-08  5.5000e-01 
 6.3320e-08  1.2000e+00  6.3320e-08  5.5000e-01 
 6.3420e-08  1.2000e+00  6.3420e-08  5.5000e-01 
 6.3520e-08  1.2000e+00  6.3520e-08  5.5000e-01 
 6.3620e-08  1.2000e+00  6.3620e-08  5.5000e-01 
 6.3720e-08  1.2000e+00  6.3720e-08  5.5000e-01 
 6.3820e-08  1.2000e+00  6.3820e-08  5.5000e-01 
 6.3920e-08  1.2000e+00  6.3920e-08  5.5000e-01 
 6.4020e-08  1.2000e+00  6.4020e-08  5.5000e-01 
 6.4120e-08  1.2000e+00  6.4120e-08  5.5000e-01 
 6.4220e-08  1.2000e+00  6.4220e-08  5.5000e-01 
 6.4320e-08  1.2000e+00  6.4320e-08  5.5000e-01 
 6.4420e-08  1.2000e+00  6.4420e-08  5.5000e-01 
 6.4520e-08  1.2000e+00  6.4520e-08  5.5000e-01 
 6.4620e-08  1.2000e+00  6.4620e-08  5.5000e-01 
 6.4720e-08  1.2000e+00  6.4720e-08  5.5000e-01 
 6.4820e-08  1.2000e+00  6.4820e-08  5.5000e-01 
 6.4920e-08  1.2000e+00  6.4920e-08  5.5000e-01 
 6.5020e-08  1.2000e+00  6.5020e-08  5.5000e-01 
 6.5120e-08  1.2000e+00  6.5120e-08  5.5000e-01 
 6.5220e-08  1.2000e+00  6.5220e-08  5.5000e-01 
 6.5320e-08  1.2000e+00  6.5320e-08  5.5000e-01 
 6.5420e-08  1.2000e+00  6.5420e-08  5.5000e-01 
 6.5520e-08  1.2000e+00  6.5520e-08  5.5000e-01 
 6.5620e-08  1.2000e+00  6.5620e-08  5.5000e-01 
 6.5720e-08  1.2000e+00  6.5720e-08  5.5000e-01 
 6.5820e-08  1.2000e+00  6.5820e-08  5.5000e-01 
 6.5920e-08  1.2000e+00  6.5920e-08  5.5000e-01 
 6.6020e-08  1.2000e+00  6.6020e-08  5.5000e-01 
 6.6120e-08  1.2000e+00  6.6120e-08  5.5000e-01 
 6.6220e-08  1.2000e+00  6.6220e-08  5.5000e-01 
 6.6320e-08  1.2000e+00  6.6320e-08  5.5000e-01 
 6.6420e-08  1.2000e+00  6.6420e-08  5.5000e-01 
 6.6520e-08  1.2000e+00  6.6520e-08  5.5000e-01 
 6.6620e-08  1.2000e+00  6.6620e-08  5.5000e-01 
 6.6720e-08  1.2000e+00  6.6720e-08  5.5000e-01 
 6.6820e-08  1.2000e+00  6.6820e-08  5.5000e-01 
 6.6920e-08  1.2000e+00  6.6920e-08  5.5000e-01 
 6.7020e-08  1.2000e+00  6.7020e-08  5.5000e-01 
 6.7120e-08  1.2000e+00  6.7120e-08  5.5000e-01 
 6.7220e-08  1.2000e+00  6.7220e-08  5.5000e-01 
 6.7320e-08  1.2000e+00  6.7320e-08  5.5000e-01 
 6.7420e-08  1.2000e+00  6.7420e-08  5.5000e-01 
 6.7520e-08  1.2000e+00  6.7520e-08  5.5000e-01 
 6.7620e-08  1.2000e+00  6.7620e-08  5.5000e-01 
 6.7720e-08  1.2000e+00  6.7720e-08  5.5000e-01 
 6.7820e-08  1.2000e+00  6.7820e-08  5.5000e-01 
 6.7920e-08  1.2000e+00  6.7920e-08  5.5000e-01 
 6.8020e-08  1.2000e+00  6.8020e-08  5.5000e-01 
 6.8120e-08  1.2000e+00  6.8120e-08  5.5000e-01 
 6.8220e-08  1.2000e+00  6.8220e-08  5.5000e-01 
 6.8320e-08  1.2000e+00  6.8320e-08  5.5000e-01 
 6.8420e-08  1.2000e+00  6.8420e-08  5.5000e-01 
 6.8520e-08  1.2000e+00  6.8520e-08  5.5000e-01 
 6.8620e-08  1.2000e+00  6.8620e-08  5.5000e-01 
 6.8720e-08  1.2000e+00  6.8720e-08  5.5000e-01 
 6.8820e-08  1.2000e+00  6.8820e-08  5.5000e-01 
 6.8920e-08  1.2000e+00  6.8920e-08  5.5000e-01 
 6.9020e-08  1.2000e+00  6.9020e-08  5.5000e-01 
 6.9120e-08  1.2000e+00  6.9120e-08  5.5000e-01 
 6.9220e-08  1.2000e+00  6.9220e-08  5.5000e-01 
 6.9320e-08  1.2000e+00  6.9320e-08  5.5000e-01 
 6.9420e-08  1.2000e+00  6.9420e-08  5.5000e-01 
 6.9520e-08  1.2000e+00  6.9520e-08  5.5000e-01 
 6.9620e-08  1.2000e+00  6.9620e-08  5.5000e-01 
 6.9720e-08  1.2000e+00  6.9720e-08  5.5000e-01 
 6.9820e-08  1.2000e+00  6.9820e-08  5.5000e-01 
 6.9920e-08  1.2000e+00  6.9920e-08  5.5000e-01 
 7.0020e-08  1.2000e+00  7.0020e-08  5.5000e-01 
 7.0120e-08  1.2000e+00  7.0120e-08  5.5000e-01 
 7.0220e-08  1.2000e+00  7.0220e-08  5.5000e-01 
 7.0320e-08  1.2000e+00  7.0320e-08  5.5000e-01 
 7.0420e-08  1.2000e+00  7.0420e-08  5.5000e-01 
 7.0520e-08  1.2000e+00  7.0520e-08  5.5000e-01 
 7.0620e-08  1.2000e+00  7.0620e-08  5.5000e-01 
 7.0720e-08  1.2000e+00  7.0720e-08  5.5000e-01 
 7.0820e-08  1.2000e+00  7.0820e-08  5.5000e-01 
 7.0920e-08  1.2000e+00  7.0920e-08  5.5000e-01 
 7.1020e-08  1.2000e+00  7.1020e-08  5.5000e-01 
 7.1120e-08  1.2000e+00  7.1120e-08  5.5000e-01 
 7.1220e-08  1.2000e+00  7.1220e-08  5.5000e-01 
 7.1320e-08  1.2000e+00  7.1320e-08  5.5000e-01 
 7.1420e-08  1.2000e+00  7.1420e-08  5.5000e-01 
 7.1520e-08  1.2000e+00  7.1520e-08  5.5000e-01 
 7.1620e-08  1.2000e+00  7.1620e-08  5.5000e-01 
 7.1720e-08  1.2000e+00  7.1720e-08  5.5000e-01 
 7.1820e-08  1.2000e+00  7.1820e-08  5.5000e-01 
 7.1920e-08  1.2000e+00  7.1920e-08  5.5000e-01 
 7.2020e-08  1.2000e+00  7.2020e-08  5.5000e-01 
 7.2120e-08  1.2000e+00  7.2120e-08  5.5000e-01 
 7.2220e-08  1.2000e+00  7.2220e-08  5.5000e-01 
 7.2320e-08  1.2000e+00  7.2320e-08  5.5000e-01 
 7.2420e-08  1.2000e+00  7.2420e-08  5.5000e-01 
 7.2520e-08  1.2000e+00  7.2520e-08  5.5000e-01 
 7.2620e-08  1.2000e+00  7.2620e-08  5.5000e-01 
 7.2720e-08  1.2000e+00  7.2720e-08  5.5000e-01 
 7.2820e-08  1.2000e+00  7.2820e-08  5.5000e-01 
 7.2920e-08  1.2000e+00  7.2920e-08  5.5000e-01 
 7.3020e-08  1.2000e+00  7.3020e-08  5.5000e-01 
 7.3120e-08  1.2000e+00  7.3120e-08  5.5000e-01 
 7.3220e-08  1.2000e+00  7.3220e-08  5.5000e-01 
 7.3320e-08  1.2000e+00  7.3320e-08  5.5000e-01 
 7.3420e-08  1.2000e+00  7.3420e-08  5.5000e-01 
 7.3520e-08  1.2000e+00  7.3520e-08  5.5000e-01 
 7.3620e-08  1.2000e+00  7.3620e-08  5.5000e-01 
 7.3720e-08  1.2000e+00  7.3720e-08  5.5000e-01 
 7.3820e-08  1.2000e+00  7.3820e-08  5.5000e-01 
 7.3920e-08  1.2000e+00  7.3920e-08  5.5000e-01 
 7.4020e-08  1.2000e+00  7.4020e-08  5.5000e-01 
 7.4120e-08  1.2000e+00  7.4120e-08  5.5000e-01 
 7.4220e-08  1.2000e+00  7.4220e-08  5.5000e-01 
 7.4320e-08  1.2000e+00  7.4320e-08  5.5000e-01 
 7.4420e-08  1.2000e+00  7.4420e-08  5.5000e-01 
 7.4520e-08  1.2000e+00  7.4520e-08  5.5000e-01 
 7.4620e-08  1.2000e+00  7.4620e-08  5.5000e-01 
 7.4720e-08  1.2000e+00  7.4720e-08  5.5000e-01 
 7.4820e-08  1.2000e+00  7.4820e-08  5.5000e-01 
 7.4920e-08  1.2000e+00  7.4920e-08  5.5000e-01 
 7.5020e-08  1.2000e+00  7.5020e-08  5.5000e-01 
 7.5120e-08  1.2000e+00  7.5120e-08  5.5000e-01 
 7.5220e-08  1.2000e+00  7.5220e-08  5.5000e-01 
 7.5320e-08  1.2000e+00  7.5320e-08  5.5000e-01 
 7.5420e-08  1.2000e+00  7.5420e-08  5.5000e-01 
 7.5520e-08  1.2000e+00  7.5520e-08  5.5000e-01 
 7.5620e-08  1.2000e+00  7.5620e-08  5.5000e-01 
 7.5720e-08  1.2000e+00  7.5720e-08  5.5000e-01 
 7.5820e-08  1.2000e+00  7.5820e-08  5.5000e-01 
 7.5920e-08  1.2000e+00  7.5920e-08  5.5000e-01 
 7.6020e-08  1.2000e+00  7.6020e-08  5.5000e-01 
 7.6120e-08  1.2000e+00  7.6120e-08  5.5000e-01 
 7.6220e-08  1.2000e+00  7.6220e-08  5.5000e-01 
 7.6320e-08  1.2000e+00  7.6320e-08  5.5000e-01 
 7.6420e-08  1.2000e+00  7.6420e-08  5.5000e-01 
 7.6520e-08  1.2000e+00  7.6520e-08  5.5000e-01 
 7.6620e-08  1.2000e+00  7.6620e-08  5.5000e-01 
 7.6720e-08  1.2000e+00  7.6720e-08  5.5000e-01 
 7.6820e-08  1.2000e+00  7.6820e-08  5.5000e-01 
 7.6920e-08  1.2000e+00  7.6920e-08  5.5000e-01 
 7.7020e-08  1.2000e+00  7.7020e-08  5.5000e-01 
 7.7120e-08  1.2000e+00  7.7120e-08  5.5000e-01 
 7.7220e-08  1.2000e+00  7.7220e-08  5.5000e-01 
 7.7320e-08  1.2000e+00  7.7320e-08  5.5000e-01 
 7.7420e-08  1.2000e+00  7.7420e-08  5.5000e-01 
 7.7520e-08  1.2000e+00  7.7520e-08  5.5000e-01 
 7.7620e-08  1.2000e+00  7.7620e-08  5.5000e-01 
 7.7720e-08  1.2000e+00  7.7720e-08  5.5000e-01 
 7.7820e-08  1.2000e+00  7.7820e-08  5.5000e-01 
 7.7920e-08  1.2000e+00  7.7920e-08  5.5000e-01 
 7.8020e-08  1.2000e+00  7.8020e-08  5.5000e-01 
 7.8120e-08  1.2000e+00  7.8120e-08  5.5000e-01 
 7.8220e-08  1.2000e+00  7.8220e-08  5.5000e-01 
 7.8320e-08  1.2000e+00  7.8320e-08  5.5000e-01 
 7.8420e-08  1.2000e+00  7.8420e-08  5.5000e-01 
 7.8520e-08  1.2000e+00  7.8520e-08  5.5000e-01 
 7.8620e-08  1.2000e+00  7.8620e-08  5.5000e-01 
 7.8720e-08  1.2000e+00  7.8720e-08  5.5000e-01 
 7.8820e-08  1.2000e+00  7.8820e-08  5.5000e-01 
 7.8920e-08  1.2000e+00  7.8920e-08  5.5000e-01 
 7.9020e-08  1.2000e+00  7.9020e-08  5.5000e-01 
 7.9120e-08  1.2000e+00  7.9120e-08  5.5000e-01 
 7.9220e-08  1.2000e+00  7.9220e-08  5.5000e-01 
 7.9320e-08  1.2000e+00  7.9320e-08  5.5000e-01 
 7.9420e-08  1.2000e+00  7.9420e-08  5.5000e-01 
 7.9520e-08  1.2000e+00  7.9520e-08  5.5000e-01 
 7.9620e-08  1.2000e+00  7.9620e-08  5.5000e-01 
 7.9720e-08  1.2000e+00  7.9720e-08  5.5000e-01 
 7.9820e-08  1.2000e+00  7.9820e-08  5.5000e-01 
 7.9920e-08  1.2000e+00  7.9920e-08  5.5000e-01 
 8.0020e-08  1.2000e+00  8.0020e-08  5.5000e-01 
