 time        v(VOUT1)   
 7.6150e-08  3.3951e-03 
 7.6250e-08  3.3951e-03 
 7.6350e-08  3.3951e-03 
 7.6450e-08  3.3951e-03 
 7.6550e-08  3.3951e-03 
 7.6650e-08  3.3951e-03 
 7.6750e-08  3.3951e-03 
 7.6850e-08  3.3951e-03 
 7.6950e-08  3.3951e-03 
 7.7050e-08  3.3951e-03 
 7.7150e-08  3.3951e-03 
 7.7250e-08  3.3951e-03 
 7.7350e-08  3.3951e-03 
 7.7450e-08  3.3951e-03 
 7.7550e-08  3.3951e-03 
 7.7650e-08  3.3951e-03 
 7.7750e-08  3.3951e-03 
 7.7850e-08  3.3951e-03 
 7.7950e-08  3.3951e-03 
 7.8050e-08  3.3951e-03 
 7.8150e-08  3.3951e-03 
 7.8250e-08  3.3951e-03 
 7.8350e-08  3.3951e-03 
 7.8450e-08  3.3951e-03 
 7.8550e-08  3.3951e-03 
 7.8650e-08  3.3951e-03 
 7.8750e-08  3.3951e-03 
 7.8850e-08  3.3951e-03 
 7.8950e-08  3.3951e-03 
 7.9050e-08  3.3951e-03 
 7.9150e-08  3.3951e-03 
 7.9250e-08  3.3951e-03 
 7.9350e-08  3.3951e-03 
 7.9450e-08  3.3951e-03 
 7.9550e-08  3.3951e-03 
 7.9650e-08  3.3951e-03 
 7.9750e-08  3.3951e-03 
 7.9850e-08  3.3951e-03 
 7.9950e-08  3.3951e-03 
 8.0050e-08  3.3951e-03 
 8.0150e-08  3.3951e-03 
 8.0250e-08  3.3951e-03 
 8.0350e-08  3.3951e-03 
 8.0450e-08  3.3951e-03 
 8.0550e-08  3.3951e-03 
 8.0650e-08  3.3951e-03 
 8.0750e-08  3.3951e-03 
 8.0850e-08  3.3951e-03 
 8.0950e-08  3.3951e-03 
 8.1050e-08  3.3951e-03 
 8.1150e-08  3.3951e-03 
 8.1250e-08  3.3951e-03 
 8.1350e-08  3.3951e-03 
 8.1450e-08  3.3951e-03 
 8.1550e-08  3.3951e-03 
 8.1650e-08  3.3951e-03 
 8.1750e-08  3.3951e-03 
 8.1850e-08  3.3951e-03 
 8.1950e-08  3.3951e-03 
 8.2050e-08  3.3951e-03 
 8.2150e-08  3.3951e-03 
 8.2250e-08  3.3951e-03 
 8.2350e-08  3.3951e-03 
 8.2450e-08  3.3951e-03 
 8.2550e-08  3.3951e-03 
 8.2650e-08  3.3951e-03 
 8.2750e-08  3.3951e-03 
 8.2850e-08  3.3951e-03 
 8.2950e-08  3.3951e-03 
 8.3050e-08  3.3951e-03 
 8.3150e-08  3.3951e-03 
 8.3250e-08  3.3951e-03 
 8.3350e-08  3.3951e-03 
 8.3450e-08  3.3951e-03 
 8.3550e-08  3.3951e-03 
 8.3650e-08  3.3951e-03 
 8.3750e-08  3.3951e-03 
 8.3850e-08  3.3951e-03 
 8.3950e-08  3.3951e-03 
 8.4050e-08  3.3951e-03 
 8.4150e-08  3.3951e-03 
 8.4250e-08  3.3951e-03 
 8.4350e-08  3.3951e-03 
 8.4450e-08  3.3951e-03 
 8.4550e-08  3.3951e-03 
 8.4650e-08  3.3951e-03 
 8.4750e-08  3.3951e-03 
 8.4850e-08  3.3951e-03 
 8.4950e-08  3.3951e-03 
 8.5050e-08  3.3951e-03 
 8.5150e-08  3.3951e-03 
 8.5250e-08  3.3951e-03 
 8.5350e-08  3.3951e-03 
 8.5450e-08  3.3951e-03 
 8.5550e-08  3.3951e-03 
 8.5650e-08  3.3951e-03 
 8.5750e-08  3.3951e-03 
 8.5850e-08  3.3951e-03 
 8.5950e-08  3.3951e-03 
 8.6050e-08  3.3951e-03 
 8.6150e-08  3.3951e-03 
 8.6250e-08  3.3951e-03 
 8.6350e-08  3.3951e-03 
 8.6450e-08  3.3951e-03 
 8.6550e-08  3.3951e-03 
 8.6650e-08  3.3951e-03 
 8.6750e-08  3.3951e-03 
 8.6850e-08  3.3951e-03 
 8.6950e-08  3.3951e-03 
 8.7050e-08  3.3951e-03 
 8.7150e-08  3.3951e-03 
 8.7250e-08  3.3951e-03 
 8.7350e-08  3.3951e-03 
 8.7450e-08  3.3951e-03 
 8.7550e-08  3.3951e-03 
 8.7650e-08  3.3951e-03 
 8.7750e-08  3.3951e-03 
 8.7850e-08  3.3951e-03 
 8.7950e-08  3.3951e-03 
 8.8050e-08  3.3951e-03 
 8.8150e-08  3.3951e-03 
 8.8250e-08  3.3951e-03 
 8.8350e-08  3.3951e-03 
 8.8450e-08  3.3951e-03 
 8.8550e-08  3.3951e-03 
 8.8650e-08  3.3951e-03 
 8.8750e-08  3.3951e-03 
 8.8850e-08  3.3951e-03 
 8.8950e-08  3.3951e-03 
 8.9050e-08  3.3951e-03 
 8.9150e-08  3.3951e-03 
 8.9250e-08  3.3951e-03 
 8.9350e-08  3.3951e-03 
 8.9450e-08  3.3951e-03 
 8.9550e-08  3.3951e-03 
 8.9650e-08  3.3951e-03 
 8.9750e-08  3.3951e-03 
 8.9850e-08  3.3951e-03 
 8.9950e-08  3.3951e-03 
 9.0050e-08  3.3951e-03 
 9.0150e-08  3.3951e-03 
 9.0250e-08  3.3951e-03 
 9.0350e-08  3.3951e-03 
 9.0450e-08  3.3951e-03 
 9.0550e-08  3.3951e-03 
 9.0650e-08  3.3951e-03 
 9.0750e-08  3.3951e-03 
 9.0850e-08  3.3951e-03 
 9.0950e-08  3.3951e-03 
 9.1050e-08  3.3951e-03 
 9.1150e-08  3.3951e-03 
 9.1250e-08  3.3951e-03 
 9.1350e-08  3.3951e-03 
 9.1450e-08  3.3951e-03 
 9.1550e-08  3.3951e-03 
 9.1650e-08  3.3951e-03 
 9.1750e-08  3.3951e-03 
 9.1850e-08  3.3951e-03 
 9.1950e-08  3.3951e-03 
 9.2050e-08  3.3951e-03 
 9.2150e-08  3.3951e-03 
 9.2250e-08  3.3951e-03 
 9.2350e-08  3.3951e-03 
 9.2450e-08  3.3951e-03 
 9.2550e-08  3.3951e-03 
 9.2650e-08  3.3951e-03 
 9.2750e-08  3.3951e-03 
 9.2850e-08  3.3951e-03 
 9.2950e-08  3.3951e-03 
 9.3050e-08  3.3951e-03 
 9.3150e-08  3.3951e-03 
 9.3250e-08  3.3951e-03 
 9.3350e-08  3.3951e-03 
 9.3450e-08  3.3951e-03 
 9.3550e-08  3.3951e-03 
 9.3650e-08  3.3951e-03 
 9.3750e-08  3.3951e-03 
 9.3850e-08  3.3951e-03 
 9.3950e-08  3.3951e-03 
 9.4050e-08  3.3951e-03 
 9.4150e-08  3.3951e-03 
 9.4250e-08  3.3951e-03 
 9.4350e-08  3.3951e-03 
 9.4450e-08  3.3951e-03 
 9.4550e-08  3.3951e-03 
 9.4650e-08  3.3951e-03 
 9.4750e-08  3.3951e-03 
 9.4850e-08  3.3951e-03 
 9.4950e-08  3.3951e-03 
 9.5050e-08  3.3951e-03 
 9.5150e-08  3.3951e-03 
 9.5250e-08  3.3951e-03 
 9.5350e-08  3.3951e-03 
 9.5450e-08  3.3951e-03 
 9.5550e-08  3.3951e-03 
 9.5650e-08  3.3951e-03 
 9.5750e-08  3.3951e-03 
 9.5850e-08  3.3951e-03 
 9.5950e-08  3.3951e-03 
 9.6050e-08  3.3951e-03 
 9.6150e-08  3.3951e-03 
 9.6250e-08  3.3951e-03 
 9.6350e-08  3.3951e-03 
 9.6450e-08  3.3951e-03 
 9.6550e-08  3.3951e-03 
 9.6650e-08  3.3951e-03 
 9.6750e-08  3.3951e-03 
 9.6850e-08  3.3951e-03 
 9.6950e-08  3.3951e-03 
 9.7050e-08  3.3951e-03 
 9.7150e-08  3.3951e-03 
 9.7250e-08  3.3951e-03 
 9.7350e-08  3.3951e-03 
 9.7450e-08  3.3951e-03 
 9.7550e-08  3.3951e-03 
 9.7650e-08  3.3951e-03 
 9.7750e-08  3.3951e-03 
 9.7850e-08  3.3951e-03 
 9.7950e-08  3.3951e-03 
 9.8050e-08  3.3951e-03 
 9.8150e-08  3.3951e-03 
 9.8250e-08  3.3951e-03 
 9.8350e-08  3.3951e-03 
 9.8450e-08  3.3951e-03 
 9.8550e-08  3.3951e-03 
 9.8650e-08  3.3951e-03 
 9.8750e-08  3.3951e-03 
 9.8850e-08  3.3951e-03 
 9.8950e-08  3.3951e-03 
 9.9050e-08  3.3951e-03 
 9.9150e-08  3.3951e-03 
 9.9250e-08  3.3951e-03 
 9.9350e-08  3.3951e-03 
 9.9450e-08  3.3951e-03 
 9.9550e-08  3.3951e-03 
 9.9650e-08  3.3951e-03 
 9.9750e-08  3.3951e-03 
 9.9850e-08  3.3951e-03 
 9.9950e-08  3.3951e-03 
 1.0005e-07  3.3951e-03 
 1.0015e-07  3.3951e-03 
 1.0025e-07  3.3951e-03 
 1.0035e-07  3.3951e-03 
 1.0045e-07  3.3951e-03 
 1.0055e-07  3.3951e-03 
 1.0065e-07  3.3951e-03 
 1.0075e-07  3.3951e-03 
 1.0085e-07  3.3951e-03 
 1.0095e-07  3.3951e-03 
 1.0105e-07  3.3951e-03 
 1.0115e-07  3.3951e-03 
 1.0125e-07  3.3951e-03 
 1.0135e-07  3.3951e-03 
 1.0145e-07  3.3951e-03 
 1.0155e-07  3.3951e-03 
 1.0165e-07  3.3951e-03 
 1.0175e-07  3.3951e-03 
 1.0185e-07  3.3951e-03 
 1.0195e-07  3.3951e-03 
 1.0205e-07  3.3951e-03 
 1.0215e-07  3.3951e-03 
 1.0225e-07  3.3951e-03 
 1.0235e-07  3.3951e-03 
 1.0245e-07  3.3951e-03 
 1.0255e-07  3.3951e-03 
 1.0265e-07  3.3951e-03 
 1.0275e-07  3.3951e-03 
 1.0285e-07  3.3951e-03 
 1.0295e-07  3.3951e-03 
 1.0305e-07  3.3951e-03 
 1.0315e-07  3.3951e-03 
 1.0325e-07  3.3951e-03 
 1.0335e-07  3.3951e-03 
 1.0345e-07  3.3951e-03 
 1.0355e-07  3.3951e-03 
 1.0365e-07  3.3951e-03 
 1.0375e-07  3.3951e-03 
 1.0385e-07  3.3951e-03 
 1.0395e-07  3.3951e-03 
 1.0405e-07  3.3951e-03 
 1.0415e-07  3.3951e-03 
 1.0425e-07  3.3951e-03 
 1.0435e-07  3.3951e-03 
 1.0445e-07  3.3951e-03 
 1.0455e-07  3.3951e-03 
 1.0465e-07  3.3951e-03 
 1.0475e-07  3.3951e-03 
 1.0485e-07  3.3951e-03 
 1.0495e-07  3.3951e-03 
 1.0505e-07  3.3951e-03 
 1.0515e-07  3.3951e-03 
 1.0525e-07  3.3951e-03 
 1.0535e-07  3.3951e-03 
 1.0545e-07  3.3951e-03 
 1.0555e-07  3.3951e-03 
 1.0565e-07  3.3951e-03 
 1.0575e-07  3.3951e-03 
 1.0585e-07  3.3951e-03 
 1.0595e-07  3.3951e-03 
 1.0605e-07  3.3951e-03 
 1.0615e-07  3.3951e-03 
 1.0625e-07  3.3951e-03 
 1.0635e-07  3.3951e-03 
 1.0645e-07  3.3951e-03 
 1.0655e-07  3.3951e-03 
 1.0665e-07  3.3951e-03 
 1.0675e-07  3.3951e-03 
 1.0685e-07  3.3951e-03 
 1.0695e-07  3.3951e-03 
 1.0705e-07  3.3951e-03 
 1.0715e-07  3.3951e-03 
 1.0725e-07  3.3951e-03 
 1.0735e-07  3.3951e-03 
 1.0745e-07  3.3951e-03 
 1.0755e-07  3.3951e-03 
 1.0765e-07  3.3951e-03 
 1.0775e-07  3.3951e-03 
 1.0785e-07  3.3951e-03 
 1.0795e-07  3.3951e-03 
 1.0805e-07  3.3951e-03 
 1.0815e-07  3.3951e-03 
 1.0825e-07  3.3951e-03 
 1.0835e-07  3.3951e-03 
 1.0845e-07  3.3951e-03 
 1.0855e-07  3.3951e-03 
 1.0865e-07  3.3951e-03 
 1.0875e-07  3.3951e-03 
 1.0885e-07  3.3951e-03 
 1.0895e-07  3.3951e-03 
 1.0905e-07  3.3951e-03 
 1.0915e-07  3.3951e-03 
 1.0925e-07  3.3951e-03 
 1.0935e-07  3.3951e-03 
 1.0945e-07  3.3951e-03 
 1.0955e-07  3.3951e-03 
 1.0965e-07  3.3951e-03 
 1.0975e-07  3.3951e-03 
 1.0985e-07  3.3951e-03 
 1.0995e-07  3.3951e-03 
 1.1005e-07  3.3951e-03 
 1.1015e-07  3.3951e-03 
 1.1025e-07  3.3951e-03 
 1.1035e-07  3.3951e-03 
 1.1045e-07  3.3951e-03 
 1.1055e-07  3.3951e-03 
 1.1065e-07  3.3951e-03 
 1.1075e-07  3.3951e-03 
 1.1085e-07  3.3951e-03 
 1.1095e-07  3.3951e-03 
 1.1100e-07  3.3951e-03 
 1.1101e-07  3.3856e-03 
 1.1103e-07  3.3709e-03 
 1.1107e-07  3.3637e-03 
 1.1115e-07  3.4159e-03 
 1.1125e-07  3.5698e-03 
 1.1135e-07  3.7958e-03 
 1.1145e-07  4.0856e-03 
 1.1155e-07  4.4426e-03 
 1.1165e-07  4.8773e-03 
 1.1175e-07  5.4046e-03 
 1.1185e-07  6.0425e-03 
 1.1195e-07  6.8110e-03 
 1.1200e-07  7.2498e-03 
 1.1201e-07  7.3473e-03 
 1.1203e-07  7.5383e-03 
 1.1207e-07  7.8984e-03 
 1.1215e-07  8.5391e-03 
 1.1225e-07  9.2109e-03 
 1.1235e-07  9.7633e-03 
 1.1245e-07  1.0218e-02 
 1.1255e-07  1.0594e-02 
 1.1265e-07  1.0904e-02 
 1.1275e-07  1.1160e-02 
 1.1285e-07  1.1372e-02 
 1.1295e-07  1.1547e-02 
 1.1305e-07  1.1692e-02 
 1.1315e-07  1.1813e-02 
 1.1325e-07  1.1912e-02 
 1.1335e-07  1.1995e-02 
 1.1345e-07  1.2064e-02 
 1.1355e-07  1.2120e-02 
 1.1365e-07  1.2168e-02 
 1.1375e-07  1.2207e-02 
 1.1385e-07  1.2239e-02 
 1.1395e-07  1.2266e-02 
 1.1405e-07  1.2288e-02 
 1.1415e-07  1.2307e-02 
 1.1425e-07  1.2322e-02 
 1.1435e-07  1.2335e-02 
 1.1445e-07  1.2346e-02 
 1.1455e-07  1.2355e-02 
 1.1465e-07  1.2362e-02 
 1.1475e-07  1.2368e-02 
 1.1485e-07  1.2373e-02 
 1.1495e-07  1.2377e-02 
 1.1505e-07  1.2381e-02 
 1.1515e-07  1.2384e-02 
 1.1525e-07  1.2386e-02 
 1.1535e-07  1.2388e-02 
 1.1545e-07  1.2390e-02 
 1.1555e-07  1.2391e-02 
 1.1565e-07  1.2392e-02 
 1.1575e-07  1.2393e-02 
 1.1585e-07  1.2394e-02 
 1.1595e-07  1.2394e-02 
 1.1605e-07  1.2395e-02 
 1.1615e-07  1.2395e-02 
 1.1625e-07  1.2396e-02 
 1.1635e-07  1.2396e-02 
 1.1645e-07  1.2396e-02 
 1.1655e-07  1.2397e-02 
 1.1665e-07  1.2397e-02 
 1.1675e-07  1.2397e-02 
 1.1685e-07  1.2397e-02 
 1.1695e-07  1.2397e-02 
 1.1705e-07  1.2397e-02 
 1.1715e-07  1.2397e-02 
 1.1725e-07  1.2397e-02 
 1.1735e-07  1.2397e-02 
 1.1745e-07  1.2397e-02 
 1.1755e-07  1.2397e-02 
 1.1765e-07  1.2398e-02 
 1.1775e-07  1.2398e-02 
 1.1785e-07  1.2398e-02 
 1.1795e-07  1.2398e-02 
 1.1805e-07  1.2398e-02 
 1.1815e-07  1.2398e-02 
 1.1825e-07  1.2398e-02 
 1.1835e-07  1.2398e-02 
 1.1845e-07  1.2398e-02 
 1.1855e-07  1.2398e-02 
 1.1865e-07  1.2398e-02 
 1.1875e-07  1.2398e-02 
 1.1885e-07  1.2398e-02 
 1.1895e-07  1.2398e-02 
 1.1905e-07  1.2398e-02 
 1.1915e-07  1.2398e-02 
 1.1925e-07  1.2398e-02 
 1.1935e-07  1.2398e-02 
 1.1945e-07  1.2398e-02 
 1.1955e-07  1.2398e-02 
 1.1965e-07  1.2398e-02 
 1.1975e-07  1.2398e-02 
 1.1985e-07  1.2398e-02 
 1.1995e-07  1.2398e-02 
 1.2005e-07  1.2398e-02 
 1.2015e-07  1.2398e-02 
 1.2025e-07  1.2398e-02 
 1.2035e-07  1.2398e-02 
 1.2045e-07  1.2398e-02 
 1.2055e-07  1.2398e-02 
 1.2065e-07  1.2398e-02 
 1.2075e-07  1.2398e-02 
 1.2085e-07  1.2398e-02 
 1.2095e-07  1.2398e-02 
 1.2105e-07  1.2398e-02 
 1.2115e-07  1.2398e-02 
 1.2125e-07  1.2398e-02 
 1.2135e-07  1.2398e-02 
 1.2145e-07  1.2398e-02 
 1.2155e-07  1.2398e-02 
 1.2165e-07  1.2398e-02 
 1.2175e-07  1.2398e-02 
 1.2185e-07  1.2398e-02 
 1.2195e-07  1.2398e-02 
 1.2205e-07  1.2398e-02 
 1.2215e-07  1.2398e-02 
 1.2225e-07  1.2398e-02 
 1.2235e-07  1.2398e-02 
 1.2245e-07  1.2398e-02 
 1.2255e-07  1.2398e-02 
 1.2265e-07  1.2398e-02 
 1.2275e-07  1.2398e-02 
 1.2285e-07  1.2398e-02 
 1.2295e-07  1.2398e-02 
 1.2305e-07  1.2398e-02 
 1.2315e-07  1.2398e-02 
 1.2325e-07  1.2398e-02 
 1.2335e-07  1.2398e-02 
 1.2345e-07  1.2398e-02 
 1.2355e-07  1.2398e-02 
 1.2365e-07  1.2398e-02 
 1.2375e-07  1.2398e-02 
 1.2385e-07  1.2398e-02 
 1.2395e-07  1.2398e-02 
 1.2405e-07  1.2398e-02 
 1.2415e-07  1.2398e-02 
 1.2425e-07  1.2398e-02 
 1.2435e-07  1.2398e-02 
 1.2445e-07  1.2398e-02 
 1.2455e-07  1.2398e-02 
 1.2465e-07  1.2398e-02 
 1.2475e-07  1.2398e-02 
 1.2485e-07  1.2398e-02 
 1.2495e-07  1.2398e-02 
 1.2505e-07  1.2398e-02 
 1.2515e-07  1.2398e-02 
 1.2525e-07  1.2398e-02 
 1.2535e-07  1.2398e-02 
 1.2545e-07  1.2398e-02 
 1.2555e-07  1.2398e-02 
 1.2565e-07  1.2398e-02 
 1.2575e-07  1.2398e-02 
 1.2585e-07  1.2398e-02 
 1.2595e-07  1.2398e-02 
 1.2605e-07  1.2398e-02 
 1.2615e-07  1.2398e-02 
 1.2625e-07  1.2398e-02 
 1.2635e-07  1.2398e-02 
 1.2645e-07  1.2398e-02 
 1.2655e-07  1.2398e-02 
 1.2665e-07  1.2398e-02 
 1.2675e-07  1.2398e-02 
 1.2685e-07  1.2398e-02 
 1.2695e-07  1.2398e-02 
 1.2705e-07  1.2398e-02 
 1.2715e-07  1.2398e-02 
 1.2725e-07  1.2398e-02 
 1.2735e-07  1.2398e-02 
 1.2745e-07  1.2398e-02 
 1.2755e-07  1.2398e-02 
 1.2765e-07  1.2398e-02 
 1.2775e-07  1.2398e-02 
 1.2785e-07  1.2398e-02 
 1.2795e-07  1.2398e-02 
 1.2805e-07  1.2398e-02 
 1.2815e-07  1.2398e-02 
 1.2825e-07  1.2398e-02 
 1.2835e-07  1.2398e-02 
 1.2845e-07  1.2398e-02 
 1.2855e-07  1.2398e-02 
 1.2865e-07  1.2398e-02 
 1.2875e-07  1.2398e-02 
 1.2885e-07  1.2398e-02 
 1.2895e-07  1.2398e-02 
 1.2905e-07  1.2398e-02 
 1.2915e-07  1.2398e-02 
 1.2925e-07  1.2398e-02 
 1.2935e-07  1.2398e-02 
 1.2945e-07  1.2398e-02 
 1.2955e-07  1.2398e-02 
 1.2965e-07  1.2398e-02 
 1.2975e-07  1.2398e-02 
 1.2985e-07  1.2398e-02 
 1.2995e-07  1.2398e-02 
 1.3005e-07  1.2398e-02 
 1.3015e-07  1.2398e-02 
 1.3025e-07  1.2398e-02 
 1.3035e-07  1.2398e-02 
 1.3045e-07  1.2398e-02 
 1.3055e-07  1.2398e-02 
 1.3065e-07  1.2398e-02 
 1.3075e-07  1.2398e-02 
 1.3085e-07  1.2398e-02 
 1.3095e-07  1.2398e-02 
 1.3105e-07  1.2398e-02 
 1.3115e-07  1.2398e-02 
 1.3125e-07  1.2398e-02 
 1.3135e-07  1.2398e-02 
 1.3145e-07  1.2398e-02 
 1.3155e-07  1.2398e-02 
 1.3165e-07  1.2398e-02 
 1.3175e-07  1.2398e-02 
 1.3185e-07  1.2398e-02 
 1.3195e-07  1.2398e-02 
 1.3205e-07  1.2398e-02 
 1.3215e-07  1.2398e-02 
 1.3225e-07  1.2398e-02 
 1.3235e-07  1.2398e-02 
 1.3245e-07  1.2398e-02 
 1.3255e-07  1.2398e-02 
 1.3265e-07  1.2398e-02 
 1.3275e-07  1.2398e-02 
 1.3285e-07  1.2398e-02 
 1.3295e-07  1.2398e-02 
 1.3305e-07  1.2398e-02 
 1.3315e-07  1.2398e-02 
 1.3325e-07  1.2398e-02 
 1.3335e-07  1.2398e-02 
 1.3345e-07  1.2398e-02 
 1.3355e-07  1.2398e-02 
 1.3365e-07  1.2398e-02 
 1.3375e-07  1.2398e-02 
 1.3385e-07  1.2398e-02 
 1.3395e-07  1.2398e-02 
 1.3405e-07  1.2398e-02 
 1.3415e-07  1.2398e-02 
 1.3425e-07  1.2398e-02 
 1.3435e-07  1.2398e-02 
 1.3445e-07  1.2398e-02 
 1.3455e-07  1.2398e-02 
 1.3465e-07  1.2398e-02 
 1.3475e-07  1.2398e-02 
 1.3485e-07  1.2398e-02 
 1.3495e-07  1.2398e-02 
 1.3505e-07  1.2398e-02 
 1.3515e-07  1.2398e-02 
 1.3525e-07  1.2398e-02 
 1.3535e-07  1.2398e-02 
 1.3545e-07  1.2398e-02 
 1.3555e-07  1.2398e-02 
 1.3565e-07  1.2398e-02 
 1.3575e-07  1.2398e-02 
 1.3585e-07  1.2398e-02 
 1.3595e-07  1.2398e-02 
 1.3605e-07  1.2398e-02 
 1.3615e-07  1.2398e-02 
 1.3625e-07  1.2398e-02 
 1.3635e-07  1.2398e-02 
 1.3645e-07  1.2398e-02 
 1.3655e-07  1.2398e-02 
 1.3665e-07  1.2398e-02 
 1.3675e-07  1.2398e-02 
 1.3685e-07  1.2398e-02 
 1.3695e-07  1.2398e-02 
 1.3705e-07  1.2398e-02 
 1.3715e-07  1.2398e-02 
 1.3725e-07  1.2398e-02 
 1.3735e-07  1.2398e-02 
 1.3745e-07  1.2398e-02 
 1.3755e-07  1.2398e-02 
 1.3765e-07  1.2398e-02 
 1.3775e-07  1.2398e-02 
 1.3785e-07  1.2398e-02 
 1.3795e-07  1.2398e-02 
 1.3805e-07  1.2398e-02 
 1.3815e-07  1.2398e-02 
 1.3825e-07  1.2398e-02 
 1.3835e-07  1.2398e-02 
 1.3845e-07  1.2398e-02 
 1.3855e-07  1.2398e-02 
 1.3865e-07  1.2398e-02 
 1.3875e-07  1.2398e-02 
 1.3885e-07  1.2398e-02 
 1.3895e-07  1.2398e-02 
 1.3905e-07  1.2398e-02 
 1.3915e-07  1.2398e-02 
 1.3925e-07  1.2398e-02 
 1.3935e-07  1.2398e-02 
 1.3945e-07  1.2398e-02 
 1.3955e-07  1.2398e-02 
 1.3965e-07  1.2398e-02 
 1.3975e-07  1.2398e-02 
 1.3985e-07  1.2398e-02 
 1.3995e-07  1.2398e-02 
 1.4005e-07  1.2398e-02 
 1.4015e-07  1.2398e-02 
 1.4025e-07  1.2398e-02 
 1.4035e-07  1.2398e-02 
 1.4045e-07  1.2398e-02 
 1.4055e-07  1.2398e-02 
 1.4065e-07  1.2398e-02 
 1.4075e-07  1.2398e-02 
 1.4085e-07  1.2398e-02 
 1.4095e-07  1.2398e-02 
 1.4105e-07  1.2398e-02 
 1.4115e-07  1.2398e-02 
 1.4125e-07  1.2398e-02 
 1.4135e-07  1.2398e-02 
 1.4145e-07  1.2398e-02 
 1.4155e-07  1.2398e-02 
 1.4165e-07  1.2398e-02 
 1.4175e-07  1.2398e-02 
 1.4185e-07  1.2398e-02 
 1.4195e-07  1.2398e-02 
 1.4205e-07  1.2398e-02 
 1.4215e-07  1.2398e-02 
 1.4225e-07  1.2398e-02 
 1.4235e-07  1.2398e-02 
 1.4245e-07  1.2398e-02 
 1.4255e-07  1.2398e-02 
 1.4265e-07  1.2398e-02 
 1.4275e-07  1.2398e-02 
 1.4285e-07  1.2398e-02 
 1.4295e-07  1.2398e-02 
 1.4305e-07  1.2398e-02 
 1.4315e-07  1.2398e-02 
 1.4325e-07  1.2398e-02 
 1.4335e-07  1.2398e-02 
 1.4345e-07  1.2398e-02 
 1.4355e-07  1.2398e-02 
 1.4365e-07  1.2398e-02 
 1.4375e-07  1.2398e-02 
 1.4385e-07  1.2398e-02 
 1.4395e-07  1.2398e-02 
 1.4405e-07  1.2398e-02 
 1.4415e-07  1.2398e-02 
 1.4425e-07  1.2398e-02 
 1.4435e-07  1.2398e-02 
 1.4445e-07  1.2398e-02 
 1.4455e-07  1.2398e-02 
 1.4465e-07  1.2398e-02 
 1.4475e-07  1.2398e-02 
 1.4485e-07  1.2398e-02 
 1.4495e-07  1.2398e-02 
 1.4505e-07  1.2398e-02 
 1.4515e-07  1.2398e-02 
 1.4525e-07  1.2398e-02 
 1.4535e-07  1.2398e-02 
 1.4545e-07  1.2398e-02 
 1.4555e-07  1.2398e-02 
 1.4565e-07  1.2398e-02 
 1.4575e-07  1.2398e-02 
 1.4585e-07  1.2398e-02 
 1.4595e-07  1.2398e-02 
 1.4605e-07  1.2398e-02 
 1.4615e-07  1.2398e-02 
 1.4625e-07  1.2398e-02 
 1.4635e-07  1.2398e-02 
 1.4645e-07  1.2398e-02 
 1.4655e-07  1.2398e-02 
 1.4665e-07  1.2398e-02 
 1.4675e-07  1.2398e-02 
 1.4685e-07  1.2398e-02 
 1.4695e-07  1.2398e-02 
 1.4705e-07  1.2398e-02 
 1.4715e-07  1.2398e-02 
 1.4725e-07  1.2398e-02 
 1.4735e-07  1.2398e-02 
 1.4745e-07  1.2398e-02 
 1.4755e-07  1.2398e-02 
 1.4765e-07  1.2398e-02 
 1.4775e-07  1.2398e-02 
 1.4785e-07  1.2398e-02 
 1.4795e-07  1.2398e-02 
 1.4805e-07  1.2398e-02 
 1.4815e-07  1.2398e-02 
 1.4825e-07  1.2398e-02 
 1.4835e-07  1.2398e-02 
 1.4845e-07  1.2398e-02 
 1.4855e-07  1.2398e-02 
 1.4865e-07  1.2398e-02 
 1.4875e-07  1.2398e-02 
 1.4885e-07  1.2398e-02 
 1.4895e-07  1.2398e-02 
 1.4905e-07  1.2398e-02 
 1.4915e-07  1.2398e-02 
 1.4925e-07  1.2398e-02 
 1.4935e-07  1.2398e-02 
 1.4945e-07  1.2398e-02 
 1.4955e-07  1.2398e-02 
 1.4965e-07  1.2398e-02 
 1.4975e-07  1.2398e-02 
 1.4985e-07  1.2398e-02 
 1.4995e-07  1.2398e-02 
 1.5005e-07  1.2398e-02 
 1.5015e-07  1.2398e-02 
 1.5025e-07  1.2398e-02 
 1.5035e-07  1.2398e-02 
 1.5045e-07  1.2398e-02 
 1.5055e-07  1.2398e-02 
 1.5065e-07  1.2398e-02 
 1.5075e-07  1.2398e-02 
 1.5085e-07  1.2398e-02 
 1.5095e-07  1.2398e-02 
 1.5105e-07  1.2398e-02 
 1.5115e-07  1.2398e-02 
 1.5125e-07  1.2398e-02 
 1.5135e-07  1.2398e-02 
 1.5145e-07  1.2398e-02 
 1.5155e-07  1.2398e-02 
 1.5165e-07  1.2398e-02 
 1.5175e-07  1.2398e-02 
 1.5185e-07  1.2398e-02 
 1.5195e-07  1.2398e-02 
 1.5205e-07  1.2398e-02 
 1.5215e-07  1.2398e-02 
 1.5225e-07  1.2398e-02 
 1.5235e-07  1.2398e-02 
 1.5245e-07  1.2398e-02 
 1.5255e-07  1.2398e-02 
 1.5265e-07  1.2398e-02 
 1.5275e-07  1.2398e-02 
 1.5285e-07  1.2398e-02 
 1.5295e-07  1.2398e-02 
 1.5305e-07  1.2398e-02 
 1.5315e-07  1.2398e-02 
