Simulation step,Specs,Circuit Params,Reward
326,"{'area': np.float64(1.2487805010974785e-09), 'current': np.float64(0.00015584887), 'gain': np.float64(239.00963001031195), 'noise': np.float64(0.0044910142), 'phm': np.float64(81.97708268210546), 'slewRate': np.float64(15.334125544403081), 'ugbw': 24733736.752057537}","{'mp1': 18, 'wp1': np.float64(1.531101528737332e-06), 'lp1': np.float64(1.9577818609165596e-07), 'mn1': 10, 'wn1': np.float64(1.7929817554285856e-06), 'ln1': np.float64(1.3911403121263477e-07), 'mp3': 21, 'wp3': np.float64(1.7354196893691072e-06), 'lp3': np.float64(1.1197646957567123e-07), 'mn3': 12, 'wn3': np.float64(1.6325136260138334e-06), 'ln3': np.float64(1.382894512660482e-07), 'mn4': 13, 'wn4': np.float64(2.539222002452215e-06), 'ln4': np.float64(1.198681026068549e-07), 'mn5': 18, 'wn5': np.float64(2.160892028617693e-06), 'ln5': np.float64(1.3817983929780872e-07), 'cap': np.float64(2.579710413678612e-12), 'res': np.float64(3991.8613393911032)}",0.6553039259326446

362,"{'area': np.float64(8.946089502678954e-10), 'current': np.float64(0.00017031276), 'gain': np.float64(268.0792500039088), 'noise': np.float64(0.0046265782), 'phm': np.float64(64.71264138412758), 'slewRate': np.float64(19.221380550983433), 'ugbw': 34210410.52073098}","{'mp1': 16, 'wp1': np.float64(2.1650737232214855e-06), 'lp1': np.float64(1.9661068174241548e-07), 'mn1': 13, 'wn1': np.float64(1.8461131418164099e-06), 'ln1': np.float64(1.3413319782198348e-07), 'mp3': 17, 'wp3': np.float64(1.8987708102844512e-06), 'lp3': np.float64(9.428781148824062e-08), 'mn3': 13, 'wn3': np.float64(1.449939760459234e-06), 'ln3': np.float64(1.612999548572536e-07), 'mn4': 13, 'wn4': np.float64(2.6007986102090723e-06), 'ln4': np.float64(1.3030256732434336e-07), 'mn5': 15, 'wn5': np.float64(2.588286556190078e-06), 'ln5': np.float64(1.5482265897695003e-07), 'cap': np.float64(1.5883475809791454e-12), 'res': np.float64(3496.021270570282)}",0.7620472523459833

